record_id,corporate_name,supplier_tier,country,annual_spend_usd,contract_start,category,risk_score,is_active,contact_email
SC-00936,Catalyst Group,Tier 3,UK,1003148.55,2022-01-09,Software,0.98,False,procurement@catalystgrou.com
SC-00937,Ionic Materials,Tier 1,USA,2153189.33,2020-09-23,Software,2.15,True,procurement@ionicmateria.com
SC-00938,Crest Financial,Tier 3,UK,2618777.75,2022-03-19,Raw Materials,5.84,False,procurement@crestfinanci.com
SC-00939,Cascade Biotech,Tier 3,China,4127868.56,2020-10-22,Services,1.27,False,procurement@cascadebiote.com
SC-00940,Apex Industries LLC,Tier 3,France,2669248.48,2023-11-23,Logistics,4.55,True,procurement@apexindustri.com
SC-00941,Stratos Global,Tier 1,UK,4268973.1,2020-08-13,Electronics,3.7,True,procurement@stratosgloba.com
SC-00942,NexGen,Tier 1,USA,1888763.4,2022-02-05,Raw Materials,2.94,True,procurement@nexgensoluti.com
SC-00943,Zenith Tech,Tier 3,China,290822.68,2021-09-16,Raw Materials,2.16,False,procurement@zenithtechno.com
SC-00944,Acme Corp,Tier 3,India,384444.47,2020-04-01,Software,4.81,True,procurement@acmecorporat.com
SC-00945,Solace Systems,Tier 2,France,1917662.87,2023-05-25,Logistics,7.62,False,procurement@solacesystem.com
SC-00946,Cascade Biotech,Tier 1,France,3652927.57,2020-07-01,Services,6.65,False,procurement@cascadebiote.com
SC-00947,Delta Robotics,Tier 2,India,2727922.53,2023-10-05,Software,7.36,True,procurement@deltarobotic.com
SC-00948,Stratos Global,Tier 3,Japan,3990985.97,2023-12-19,Raw Materials,5.61,True,procurement@stratosgloba.com
SC-00949,Nimbus Cloud,Tier 1,UK,2732079.93,2020-04-18,Services,5.22,False,procurement@nimbuscloud.com
SC-00950,Vertex Capital,Tier 1,Japan,4684099.96,2021-01-03,Electronics,2.75,True,procurement@vertexcapita.com
SC-00951,Nova Logistics,Tier 1,France,2691042.14,2021-10-18,Software,5.89,False,procurement@novalogistic.com
SC-00952,GlobalTech Incorporated,Tier 2,Germany,2103935.3,2022-12-17,Raw Materials,3.82,True,procurement@globaltechin.com
SC-00953,Meridian Corp,Tier 3,Germany,1462491.04,2021-01-09,Raw Materials,7.68,True,procurement@meridiancorp.com
SC-00954,Cobalt Ventures,Tier 3,Germany,341622.99,2021-10-28,Logistics,0.27,True,procurement@cobaltventur.com
SC-00955,Cobalt Ventures,Tier 1,India,755179.72,2021-10-25,Raw Materials,3.76,True,procurement@cobaltventur.com
SC-00956,Pinnacle Sys,Tier 1,France,3005172.86,2021-04-29,Software,5.09,False,procurement@pinnaclesyst.com
SC-00957,Meridian Corp,Tier 1,India,2350876.49,2022-04-13,Electronics,4.84,False,procurement@meridiancorp.com
SC-00958,Titan Mfg,Tier 2,UK,4819199.7,2023-10-14,Electronics,2.46,True,procurement@titanmanufac.com
SC-00959,Cobalt Ventures,Tier 2,USA,4239075.37,2022-10-21,Logistics,7.83,True,procurement@cobaltventur.com
SC-00960,Crest Financial,Tier 1,UK,4765432.5,2023-02-10,Software,0.42,False,procurement@crestfinanci.com
SC-00961,Aether Networks,Tier 3,Germany,52687.51,2022-09-14,Raw Materials,5.98,False,procurement@aethernetwor.com
SC-00962,Helios Media,Tier 3,France,2576125.69,2020-04-03,Logistics,7.39,True,procurement@heliosmedia.com
SC-00963,Cobalt Ventures,Tier 2,Japan,658735.98,2020-10-13,Services,9.99,False,procurement@cobaltventur.com
SC-00964,Solaris Energy,Tier 3,India,3194090.91,2023-12-20,Software,2.73,True,procurement@solarisenerg.com
SC-00965,Sirius Retail,Tier 2,UK,1675863.36,2023-11-17,Logistics,6.46,True,procurement@siriusretail.com
SC-00966,Delphi Advisors,Tier 1,USA,3379896.7,2022-04-26,Services,8.95,False,procurement@delphiadviso.com
SC-00967,Prism Consulting,Tier 3,Japan,433739.43,2020-03-04,Software,6.72,True,procurement@prismconsult.com
SC-00968,Delta Robotics,Tier 2,Germany,4203771.67,2023-11-28,Electronics,1.25,True,procurement@deltarobotic.com
SC-00969,Vanguard Networks,Tier 1,Germany,3728565.0,2021-07-29,Raw Materials,1.92,True,procurement@vanguardnetw.com
SC-00970,Titan Mfg,Tier 2,India,232140.41,2022-10-06,Services,2.09,True,procurement@titanmanufac.com
SC-00971,Prism Consulting,Tier 2,UK,2526611.91,2020-12-15,Services,1.94,True,procurement@prismconsult.com
SC-00972,Vertex Holdings,Tier 3,USA,680783.01,2023-03-13,Logistics,8.81,True,procurement@vertexholdin.com
SC-00973,Vanguard Networks,Tier 3,Japan,2688060.51,2021-06-01,Services,8.83,True,procurement@vanguardnetw.com
SC-00974,Synapse Artificial Intelligence,Tier 3,Japan,306720.85,2021-10-23,Software,8.44,False,procurement@synapseai.com
SC-00975,Stellar Pharma,Tier 3,UK,2359604.3,2022-01-10,Services,7.59,True,procurement@stellarpharm.com
SC-00976,Pinnacle Systems Ltd,Tier 2,UK,2271864.41,2020-01-11,Software,1.95,True,procurement@pinnaclesyst.com
SC-00977,Solace Systems,Tier 3,Germany,4891573.27,2022-05-17,Electronics,9.17,True,procurement@solacesystem.com
SC-00978,Stratos Global,Tier 2,USA,3148673.7,2020-07-17,Electronics,4.8,True,procurement@stratosgloba.com
SC-00979,Tempest Energy,Tier 2,Germany,583811.23,2021-05-03,Raw Materials,8.33,True,procurement@tempestenerg.com
SC-00980,Radiant Health,Tier 1,France,3019825.29,2022-06-17,Electronics,6.25,True,procurement@radianthealt.com
SC-00981,Horizon Enterprises,Tier 1,China,1600733.2,2023-11-21,Electronics,7.83,True,procurement@horizonenter.com
SC-00982,Cascade Biotech,Tier 2,UK,3149616.8,2020-05-14,Electronics,6.78,True,procurement@cascadebiote.com
SC-00983,ATLAS Freight,Tier 2,USA,3105644.78,2022-04-21,Logistics,8.65,True,procurement@atlasfreight.com
SC-00984,Summit Resources,Tier 2,France,2169123.42,2023-06-24,Services,1.01,True,procurement@summitresour.com
SC-00985,Summit Resources,Tier 3,Germany,584632.62,2020-01-26,Services,7.13,True,procurement@summitresour.com
SC-00986,Solace Systems,Tier 3,UK,1318616.21,2022-05-12,Software,7.25,False,procurement@solacesystem.com
SC-00987,Orion Dynamics,Tier 1,France,268150.4,2020-09-18,Raw Materials,5.85,True,procurement@oriondynamic.com
SC-00988,Cobalt Ventures,Tier 1,China,1577938.35,2021-12-03,Raw Materials,3.69,True,procurement@cobaltventur.com
SC-00989,Radiant Health,Tier 1,Germany,2560183.94,2023-02-19,Electronics,4.22,True,procurement@radianthealt.com
SC-00990,Vanguard Networks,Tier 1,India,987310.08,2022-09-01,Software,6.0,True,procurement@vanguardnetw.com
SC-00991,Tempest Energy,Tier 3,India,2122541.68,2020-11-28,Electronics,4.54,True,procurement@tempestenerg.com
SC-00992,Pulsar Electronics,Tier 1,Japan,1153974.19,2021-04-16,Software,6.24,True,procurement@pulsarelectr.com
SC-00993,Eclipse Trading,Tier 3,China,1066315.98,2021-01-12,Electronics,3.63,True,procurement@eclipsetradi.com
SC-00994,Helios Media,Tier 3,USA,754889.77,2022-06-20,Logistics,6.31,True,procurement@heliosmedia.com
SC-00995,NexGen Solution,Tier 1,Germany,1456299.38,2021-03-24,Raw Materials,7.19,True,procurement@nexgensoluti.com
SC-00996,Nimbus Cloud,Tier 1,Germany,156385.54,2021-06-20,Electronics,0.21,True,procurement@nimbuscloud.com
SC-00997,Delta Robotics,Tier 2,Germany,1560108.27,2021-05-06,Raw Materials,8.09,True,procurement@deltarobotic.com
SC-00998,Radiant Health,Tier 3,USA,636541.93,2020-09-24,Logistics,1.92,False,procurement@radianthealt.com
SC-00999,Crest Financial,Tier 3,China,4886058.62,2021-05-15,Electronics,7.63,True,procurement@crestfinanci.com
SC-01000,Forge Industries,Tier 1,India,1273499.66,2023-07-13,Raw Materials,8.73,False,procurement@forgeindustr.com
